id, age, sex, region, income, married, children, car, save_act, current_act, mortgage, pep
ID12698, 31, FEMALE, TOWN, 15976.3, YES, 0, YES, YES, NO, NO, YES
ID12699, 29, MALE, INNER_CITY, 14711.8, YES, 0, NO, YES, NO, YES, NO
ID12700, 38, MALE, TOWN, 26671.6, NO, 0, YES, NO, YES, YES, YES
ID12701, 28, MALE, TOWN, 34397.1, YES, 3, NO, NO, YES, NO, NO
ID12702, 34, MALE, INNER_CITY, 39014.7, NO, 2, NO, YES, NO, NO, NO
ID12703, 21, FEMALE, INNER_CITY, 34547.1, NO, 1, NO, YES, YES, NO, YES
ID12704, 56, FEMALE, INNER_CITY, 44375.2, NO, 1, NO, NO, YES, NO, YES
ID12705, 39, MALE, INNER_CITY, 30219.2, NO, 3, YES, YES, YES, NO, NO
ID12706, 42, FEMALE, INNER_CITY, 18654.5, YES, 3, YES, NO, NO, NO, NO
ID12707, 49, MALE, INNER_CITY, 25002.2, YES, 3, YES, YES, YES, NO, NO
ID12708, 46, FEMALE, INNER_CITY, 19559.4, NO, 2, NO, YES, YES, NO, NO
ID12709, 56, MALE, INNER_CITY, 39785.5, YES, 1, YES, YES, YES, YES, NO
ID12710, 49, FEMALE, INNER_CITY, 49812.1, YES, 2, NO, YES, YES, YES, YES
ID12711, 28, MALE, TOWN, 18010.3, NO, 3, YES, YES, YES, YES, YES
ID12712, 31, FEMALE, INNER_CITY, 14619.8, YES, 3, NO, YES, YES, YES, NO
ID12713, 36, MALE, TOWN, 17165.8, YES, 1, YES, YES, YES, YES, NO
ID12714, 58, MALE, INNER_CITY, 33382.4, YES, 1, NO, NO, NO, YES, NO
ID12715, 50, FEMALE, SUBURBAN, 17983.7, NO, 1, NO, YES, NO, YES, NO
ID12716, 41, MALE, SUBURBAN, 23732.3, YES, 3, NO, YES, NO, NO, YES
ID12717, 49, MALE, INNER_CITY, 17404.9, NO, 1, YES, YES, YES, NO, NO
ID12718, 48, FEMALE, TOWN, 15836.8, NO, 0, NO, YES, NO, NO, YES
ID12719, 55, FEMALE, INNER_CITY, 17595.2, YES, 0, NO, YES, YES, NO, NO
ID12720, 58, MALE, INNER_CITY, 45521.3, NO, 3, NO, YES, YES, NO, NO
ID12721, 44, MALE, INNER_CITY, 12623.4, YES, 2, YES, YES, YES, YES, NO
ID12722, 23, MALE, INNER_CITY, 23818.6, YES, 3, YES, YES, YES, NO, NO
ID12723, 33, FEMALE, INNER_CITY, 31473.9, NO, 3, YES, YES, YES, YES, NO
ID12724, 57, MALE, RURAL, 20268.0, NO, 1, NO, YES, YES, YES, NO
ID12725, 31, MALE, RURAL, 51417.0, YES, 3, NO, NO, YES, NO, YES
ID12726, 51, MALE, INNER_CITY, 30971.8, YES, 3, YES, NO, YES, YES, NO
ID12727, 30, FEMALE, TOWN, 47025.0, NO, 2, NO, NO, YES, NO, YES
ID12728, 47, MALE, RURAL, 9672.25, NO, 2, NO, YES, YES, NO, NO
ID12729, 41, MALE, INNER_CITY, 15976.3, NO, 1, NO, YES, NO, NO, NO
ID12730, 46, MALE, INNER_CITY, 14711.8, YES, 2, YES, YES, YES, NO, YES
ID12731, 59, FEMALE, INNER_CITY, 26671.6, YES, 0, YES, YES, NO, NO, NO
ID12732, 27, FEMALE, SUBURBAN, 34397.1, YES, 2, NO, YES, YES, NO, YES
ID12733, 23, MALE, TOWN, 39014.7, NO, 1, NO, YES, YES, NO, NO
ID12734, 54, FEMALE, RURAL, 34547.1, YES, 3, YES, YES, YES, NO, NO
ID12735, 33, MALE, INNER_CITY, 44375.2, YES, 3, YES, NO, YES, NO, YES
ID12736, 39, FEMALE, TOWN, 30219.2, YES, 1, YES, YES, YES, NO, NO
ID12737, 28, MALE, INNER_CITY, 18654.5, YES, 2, NO, NO, YES, NO, NO
ID12738, 27, FEMALE, RURAL, 25002.2, NO, 3, NO, NO, YES, YES, YES
ID12739, 23, MALE, INNER_CITY, 19559.4, YES, 1, YES, NO, YES, NO, NO
ID12740, 22, FEMALE, RURAL, 39785.5, YES, 1, YES, YES, NO, NO, YES
ID12741, 22, MALE, INNER_CITY, 49812.1, NO, 2, YES, NO, YES, YES, NO
ID12742, 34, MALE, INNER_CITY, 18010.3, YES, 1, YES, YES, YES, YES, NO
ID12743, 27, FEMALE, INNER_CITY, 14619.8, YES, 1, NO, YES, YES, YES, YES
ID12744, 35, MALE, RURAL, 17165.8, YES, 1, YES, YES, YES, NO, YES
ID12745, 41, MALE, SUBURBAN, 33382.4, YES, 3, NO, YES, YES, YES, YES
ID12746, 33, FEMALE, INNER_CITY, 17983.7, NO, 1, YES, NO, YES, NO, YES
ID12747, 52, FEMALE, RURAL, 23732.3, YES, 1, YES, YES, NO, NO, NO
ID12748, 25, MALE, TOWN, 17404.9, YES, 0, YES, YES, NO, NO, NO
ID12749, 33, MALE, TOWN, 15836.8, NO, 1, NO, NO, NO, NO, NO
ID12750, 25, MALE, INNER_CITY, 17595.2, YES, 1, NO, YES, YES, NO, YES
ID12751, 25, FEMALE, TOWN, 45521.3, YES, 1, NO, YES, YES, NO, YES
ID12752, 47, MALE, INNER_CITY, 14511.8, NO, 2, NO, YES, YES, YES, NO
ID12753, 26, MALE, TOWN, 10672.0, YES, 2, NO, YES, NO, NO, YES
ID12754, 23, MALE, RURAL, 25830.5, NO, 1, NO, NO, YES, NO, YES
ID12755, 44, FEMALE, INNER_CITY, 43499.5, YES, 1, NO, YES, YES, NO, YES
ID12756, 26, MALE, SUBURBAN, 59175.1, YES, 2, NO, NO, YES, NO, NO
ID12757, 45, MALE, TOWN, 27642.9, YES, 2, YES, YES, YES, YES, YES
ID12758, 46, FEMALE, TOWN, 30067.5, YES, 1, NO, YES, YES, YES, YES
ID12759, 34, FEMALE, TOWN, 29714.4, YES, 2, YES, NO, YES, NO, YES
ID12760, 26, MALE, SUBURBAN, 13950.4, NO, 0, NO, YES, YES, NO, NO
ID12761, 56, FEMALE, TOWN, 10072.6, YES, 1, NO, YES, NO, NO, NO
ID12762, 51, MALE, TOWN, 37850.6, YES, 1, YES, YES, YES, YES, NO
ID12763, 25, FEMALE, INNER_CITY, 57176.4, YES, 0, NO, YES, YES, NO, NO
ID12764, 51, MALE, INNER_CITY, 38784.0, YES, 3, NO, YES, YES, NO, NO
ID12765, 34, FEMALE, INNER_CITY, 10191.8, YES, 3, NO, YES, YES, YES, NO
ID12766, 32, MALE, TOWN, 21821.4, NO, 1, NO, YES, YES, NO, NO
ID12767, 27, FEMALE, SUBURBAN, 37389.0, YES, 1, NO, NO, YES, NO, YES
ID12768, 36, MALE, TOWN, 14627.9, NO, 1, YES, YES, YES, NO, NO
ID12769, 52, MALE, TOWN, 48770.5, NO, 3, NO, NO, YES, NO, YES
ID12770, 45, FEMALE, SUBURBAN, 21096.2, NO, 2, YES, YES, YES, YES, YES
ID12771, 25, MALE, INNER_CITY, 36256.9, NO, 3, NO, YES, NO, YES, NO
ID12772, 25, MALE, TOWN, 15281.8, YES, 1, YES, YES, YES, NO, YES
ID12773, 52, FEMALE, INNER_CITY, 9316.98, YES, 1, YES, NO, NO, NO, YES
ID12774, 48, FEMALE, INNER_CITY, 20736.2, YES, 2, NO, YES, YES, YES, NO
ID12775, 38, MALE, RURAL, 52662.5, NO, 2, YES, YES, YES, YES, YES
ID12776, 33, MALE, SUBURBAN, 8020.19, YES, 1, YES, NO, YES, NO, NO
ID12777, 55, MALE, TOWN, 32245.4, YES, 1, YES, YES, NO, NO, YES
ID12778, 44, FEMALE, RURAL, 41107.2, YES, 1, NO, YES, YES, NO, YES
ID12779, 51, MALE, TOWN, 39358.3, YES, 1, NO, NO, YES, NO, NO
ID12780, 27, MALE, INNER_CITY, 36095.9, YES, 2, NO, YES, YES, NO, NO
ID12781, 51, MALE, INNER_CITY, 7723.93, NO, 3, NO, YES, YES, NO, YES
ID12782, 33, FEMALE, INNER_CITY, 18565.8, YES, 1, NO, NO, YES, YES, YES
ID12783, 43, MALE, INNER_CITY, 25132.9, YES, 2, YES, YES, YES, NO, YES
ID12784, 37, MALE, INNER_CITY, 31290.6, NO, 1, NO, YES, YES, NO, NO
ID12785, 37, FEMALE, TOWN, 24858.4, YES, 2, YES, YES, YES, YES, NO
ID12786, 43, FEMALE, INNER_CITY, 16398.8, NO, 2, YES, YES, NO, YES, NO
ID12787, 54, FEMALE, INNER_CITY, 23287.9, YES, 2, NO, NO, YES, NO, YES
ID12788, 30, FEMALE, INNER_CITY, 50897.6, YES, 1, YES, NO, YES, YES, YES
ID12789, 46, MALE, RURAL, 28550.9, YES, 1, NO, YES, YES, YES, NO
ID12790, 24, MALE, INNER_CITY, 34433.2, NO, 2, NO, NO, YES, NO, YES
ID12791, 29, MALE, INNER_CITY, 17822.8, NO, 1, YES, YES, YES, NO, NO
ID12792, 32, FEMALE, RURAL, 25593.4, YES, 3, YES, YES, NO, NO, NO
ID12793, 51, FEMALE, TOWN, 38435.4, NO, 3, NO, YES, YES, NO, NO
ID12794, 57, MALE, TOWN, 39458.8, YES, 3, NO, NO, NO, YES, NO
ID12795, 36, FEMALE, TOWN, 18865.3, YES, 1, YES, YES, YES, YES, YES
ID12796, 55, MALE, RURAL, 42817.3, NO, 0, NO, YES, YES, NO, NO
ID12797, 36, FEMALE, RURAL, 24130.4, YES, 2, YES, NO, YES, NO, NO
ID12798, 30, MALE, INNER_CITY, 16606.4, NO, 2, NO, YES, YES, YES, YES
ID12799, 45, FEMALE, INNER_CITY, 18714.2, NO, 2, YES, YES, YES, NO, NO
ID12800, 47, MALE, INNER_CITY, 14556.8, YES, 1, YES, NO, YES, YES, YES
ID12801, 27, FEMALE, TOWN, 47165.7, YES, 2, NO, YES, YES, YES, NO
ID12802, 50, MALE, TOWN, 16745.7, YES, 3, NO, YES, YES, NO, YES
ID12803, 57, MALE, RURAL, 49834.9, YES, 2, YES, YES, YES, NO, NO
ID12804, 55, FEMALE, RURAL, 14166.6, YES, 2, YES, YES, NO, NO, NO
ID12805, 49, MALE, RURAL, 43641.5, YES, 2, NO, NO, YES, NO, NO
ID12806, 57, MALE, INNER_CITY, 19443.5, YES, 1, NO, YES, YES, NO, YES
ID12807, 49, FEMALE, RURAL, 34324.5, YES, 0, YES, YES, YES, YES, NO
ID12808, 59, FEMALE, TOWN, 22004.4, NO, 2, NO, YES, YES, NO, YES
ID12809, 24, MALE, INNER_CITY, 36846.1, YES, 3, YES, NO, NO, YES, NO
ID12810, 47, MALE, TOWN, 47051.4, NO, 3, YES, NO, YES, NO, NO
ID12811, 33, MALE, INNER_CITY, 51003.4, YES, 2, YES, YES, YES, NO, YES
ID12812, 49, MALE, TOWN, 31977.0, YES, 2, YES, YES, YES, NO, YES
ID12813, 59, FEMALE, RURAL, 41901.4, NO, 0, NO, YES, YES, NO, NO
ID12814, 25, FEMALE, TOWN, 31203.8, NO, 1, NO, YES, NO, NO, NO
ID12815, 20, MALE, RURAL, 47835.8, NO, 1, NO, YES, YES, YES, NO
ID12816, 48, FEMALE, INNER_CITY, 39193.4, YES, 3, YES, NO, NO, NO, YES
ID12817, 58, MALE, TOWN, 44717.9, YES, 2, YES, YES, YES, NO, YES
ID12818, 54, FEMALE, INNER_CITY, 32481.6, NO, 0, NO, YES, NO, YES, NO
ID12819, 56, MALE, SUBURBAN, 50186.2, YES, 1, YES, YES, YES, NO, YES
ID12820, 42, FEMALE, INNER_CITY, 46012.7, NO, 1, NO, YES, NO, YES, YES
ID12821, 30, MALE, RURAL, 23065.7, YES, 1, NO, YES, YES, NO, YES
ID12822, 36, FEMALE, TOWN, 23941.5, YES, 3, YES, YES, NO, NO, YES
ID12823, 48, MALE, TOWN, 27739.3, YES, 1, NO, NO, YES, NO, YES
ID12824, 57, MALE, SUBURBAN, 14416.9, NO, 2, YES, YES, YES, NO, NO
ID12825, 24, FEMALE, TOWN, 46403.6, NO, 0, NO, YES, YES, NO, NO
ID12826, 25, MALE, INNER_CITY, 31066.1, YES, 1, YES, YES, YES, NO, NO
ID12827, 36, MALE, INNER_CITY, 30446.1, YES, 1, YES, YES, YES, NO, YES
ID12828, 27, FEMALE, RURAL, 31690.4, YES, 2, NO, NO, YES, NO, NO
ID12829, 38, FEMALE, TOWN, 18689.4, YES, 2, NO, YES, YES, YES, NO
ID12830, 34, MALE, RURAL, 14039.5, NO, 3, YES, YES, YES, NO, NO
ID12831, 48, MALE, INNER_CITY, 21151.7, NO, 0, YES, NO, YES, NO, NO
ID12832, 31, MALE, TOWN, 28367.3, YES, 3, YES, YES, YES, YES, YES
ID12833, 58, FEMALE, SUBURBAN, 42336.7, NO, 1, YES, YES, YES, NO, YES
ID12834, 56, MALE, SUBURBAN, 29536.8, YES, 3, YES, NO, YES, YES, NO
ID12835, 34, MALE, TOWN, 28449.6, NO, 2, NO, YES, YES, NO, YES
ID12836, 27, MALE, INNER_CITY, 25672.3, YES, 3, NO, YES, YES, NO, NO
ID12837, 54, MALE, INNER_CITY, 16425.2, YES, 0, NO, YES, YES, NO, YES
ID12838, 29, MALE, SUBURBAN, 39051.3, YES, 3, NO, YES, YES, NO, NO
ID12839, 40, FEMALE, INNER_CITY, 29204.1, NO, 1, NO, NO, YES, NO, NO
ID12840, 32, FEMALE, SUBURBAN, 37875.8, YES, 1, YES, NO, NO, YES, NO
ID12841, 44, MALE, RURAL, 22256.3, YES, 0, YES, YES, YES, YES, NO
ID12842, 53, FEMALE, INNER_CITY, 48988.2, YES, 0, NO, YES, YES, NO, YES
ID12843, 40, MALE, INNER_CITY, 41212.0, NO, 3, NO, YES, NO, YES, YES
ID12844, 34, FEMALE, RURAL, 18732.2, NO, 3, YES, NO, YES, NO, NO
ID12845, 49, MALE, TOWN, 31291.7, YES, 1, NO, YES, YES, NO, NO
ID12846, 25, FEMALE, RURAL, 29078.2, YES, 1, YES, YES, NO, NO, NO
ID12847, 56, MALE, INNER_CITY, 15115.5, YES, 1, YES, YES, YES, NO, NO
ID12848, 29, FEMALE, INNER_CITY, 41698.1, NO, 1, YES, YES, YES, NO, YES
ID12849, 54, MALE, INNER_CITY, 26630.4, NO, 1, YES, NO, YES, NO, YES
ID12850, 59, MALE, INNER_CITY, 41187.4, YES, 3, NO, YES, NO, YES, YES
ID12851, 43, FEMALE, TOWN, 22939.5, NO, 0, NO, YES, YES, YES, YES
ID12852, 42, MALE, RURAL, 45006.5, YES, 1, YES, NO, NO, NO, NO
ID12853, 25, MALE, TOWN, 20036.4, NO, 0, NO, YES, YES, NO, YES
ID12854, 50, FEMALE, SUBURBAN, 32524.5, NO, 1, YES, YES, YES, NO, NO
ID12855, 54, FEMALE, RURAL, 20455.3, YES, 0, YES, YES, YES, NO, NO
ID12856, 21, MALE, SUBURBAN, 22010.2, YES, 1, NO, NO, YES, NO, YES
ID12857, 56, MALE, RURAL, 35514.9, YES, 2, NO, YES, YES, NO, YES
ID12858, 36, MALE, INNER_CITY, 30989.7, YES, 1, YES, YES, YES, NO, NO
ID12859, 55, FEMALE, INNER_CITY, 14937.8, YES, 1, NO, NO, NO, NO, NO
ID12860, 55, MALE, TOWN, 29806.8, YES, 2, NO, NO, YES, NO, NO
ID12861, 53, MALE, TOWN, 44304.1, YES, 0, YES, NO, YES, NO, NO
ID12862, 26, MALE, TOWN, 16390.0, NO, 1, NO, NO, NO, NO, NO
ID12863, 52, FEMALE, TOWN, 17513.0, NO, 1, NO, NO, YES, YES, YES
ID12864, 59, MALE, TOWN, 40609.8, YES, 0, NO, YES, YES, YES, NO
ID12865, 35, MALE, INNER_CITY, 50006.9, YES, 1, NO, NO, NO, YES, NO
ID12866, 50, FEMALE, INNER_CITY, 36166.3, YES, 1, YES, YES, YES, NO, NO
ID12867, 52, FEMALE, INNER_CITY, 25935.7, YES, 1, NO, NO, YES, NO, NO
ID12868, 51, FEMALE, TOWN, 42663.5, YES, 2, YES, YES, YES, NO, NO
ID12869, 45, FEMALE, INNER_CITY, 48528.7, YES, 2, NO, NO, YES, NO, NO
ID12870, 47, MALE, INNER_CITY, 23205.8, YES, 3, YES, YES, YES, NO, NO
ID12871, 24, MALE, INNER_CITY, 50137.7, YES, 3, YES, YES, YES, NO, YES
ID12872, 54, FEMALE, INNER_CITY, 34379.8, YES, 3, NO, YES, YES, NO, YES
ID12873, 42, FEMALE, INNER_CITY, 45882.4, YES, 1, NO, YES, YES, NO, YES
ID12874, 20, MALE, SUBURBAN, 34566.6, YES, 0, YES, YES, YES, NO, NO
ID12875, 29, FEMALE, INNER_CITY, 37884.3, YES, 2, YES, YES, YES, YES, YES
ID12876, 37, MALE, TOWN, 34713.5, YES, 1, NO, NO, NO, NO, YES
ID12877, 48, FEMALE, INNER_CITY, 49284.9, NO, 0, NO, NO, YES, NO, YES
ID12878, 45, MALE, SUBURBAN, 50464.3, NO, 1, NO, YES, YES, YES, YES
ID12879, 27, FEMALE, INNER_CITY, 27520.1, YES, 3, NO, YES, YES, NO, YES
ID12880, 56, MALE, TOWN, 27658.2, NO, 0, YES, YES, YES, YES, NO
ID12881, 36, FEMALE, INNER_CITY, 45894.6, YES, 0, YES, YES, YES, YES, NO
ID12882, 50, MALE, INNER_CITY, 50856.4, NO, 3, YES, YES, NO, YES, NO
ID12883, 28, MALE, TOWN, 22484.4, NO, 1, YES, YES, YES, YES, YES
ID12884, 28, FEMALE, TOWN, 39862.4, NO, 1, NO, NO, NO, YES, YES
ID12885, 32, MALE, INNER_CITY, 19601.9, NO, 1, NO, NO, YES, NO, YES
ID12886, 34, MALE, INNER_CITY, 48258.1, YES, 0, YES, NO, YES, YES, NO
ID12887, 47, FEMALE, INNER_CITY, 50649.9, YES, 0, NO, NO, YES, NO, NO
ID12888, 56, FEMALE, INNER_CITY, 16111.5, NO, 3, YES, YES, YES, NO, YES
ID12889, 54, MALE, INNER_CITY, 19640.1, YES, 2, YES, YES, NO, NO, NO
ID12890, 44, MALE, INNER_CITY, 20113.9, YES, 2, NO, YES, YES, NO, YES
ID12891, 26, MALE, TOWN, 28062.4, NO, 1, YES, NO, YES, YES, YES
ID12892, 59, FEMALE, TOWN, 33008.7, YES, 2, YES, NO, YES, NO, YES
ID12893, 27, MALE, INNER_CITY, 15835.7, YES, 2, NO, YES, NO, YES, YES
ID12894, 52, MALE, SUBURBAN, 30921.7, YES, 2, NO, NO, YES, YES, YES
ID12895, 21, MALE, TOWN, 27160.1, NO, 1, YES, YES, YES, NO, YES
ID12896, 35, FEMALE, RURAL, 50202.3, YES, 2, NO, NO, YES, YES, NO
ID12897, 52, MALE, INNER_CITY, 39193.7, NO, 2, NO, YES, YES, NO, YES
ID12898, 59, MALE, INNER_CITY, 42507.9, NO, 2, YES, YES, YES, NO, YES
ID12899, 31, FEMALE, TOWN, 22594.8, YES, 2, NO, YES, YES, YES, NO
ID12900, 55, MALE, RURAL, 30702.3, NO, 2, NO, NO, YES, NO, NO
ID12901, 22, MALE, RURAL, 25144.4, YES, 1, YES, NO, YES, NO, NO
ID12902, 31, FEMALE, INNER_CITY, 47343.9, YES, 1, NO, YES, YES, YES, YES
ID12903, 44, FEMALE, INNER_CITY, 33135.1, NO, 1, YES, NO, YES, YES, YES
ID12904, 30, MALE, INNER_CITY, 17771.2, NO, 2, YES, YES, YES, NO, YES
ID12905, 28, FEMALE, SUBURBAN, 33106.7, YES, 2, NO, YES, YES, YES, NO
ID12906, 40, MALE, SUBURBAN, 29219.3, YES, 0, YES, YES, YES, NO, NO
ID12907, 38, FEMALE, SUBURBAN, 19579.2, NO, 3, NO, YES, NO, NO, YES
ID12908, 49, MALE, SUBURBAN, 43027.5, NO, 2, YES, NO, NO, NO, YES
ID12909, 43, FEMALE, SUBURBAN, 24208.6, NO, 1, YES, YES, YES, NO, YES
ID12910, 39, MALE, INNER_CITY, 46383.1, YES, 2, YES, YES, YES, NO, YES
ID12911, 54, FEMALE, INNER_CITY, 30744.1, YES, 0, NO, NO, YES, NO, YES
ID12912, 58, MALE, INNER_CITY, 15497.3, YES, 1, NO, YES, YES, NO, NO
ID12913, 27, MALE, INNER_CITY, 43105.1, NO, 2, NO, YES, YES, NO, NO
ID12914, 46, FEMALE, SUBURBAN, 17122.9, YES, 2, YES, NO, YES, NO, NO
ID12915, 50, MALE, RURAL, 26775.3, YES, 0, YES, YES, YES, YES, NO
ID12916, 44, MALE, INNER_CITY, 44508.2, YES, 2, YES, YES, NO, NO, YES
ID12917, 39, FEMALE, RURAL, 24067.3, YES, 2, YES, YES, YES, NO, NO
ID12918, 23, FEMALE, TOWN, 27600.8, NO, 2, YES, NO, NO, NO, NO
ID12919, 45, MALE, TOWN, 30213.1, YES, 1, NO, YES, YES, NO, YES
ID12920, 42, MALE, INNER_CITY, 27478.5, YES, 2, NO, YES, YES, NO, YES
ID12921, 59, MALE, INNER_CITY, 41662.7, NO, 2, NO, YES, YES, YES, NO
ID12922, 37, FEMALE, INNER_CITY, 24110.8, YES, 2, NO, YES, YES, NO, YES
ID12923, 29, MALE, INNER_CITY, 21154.6, YES, 2, YES, YES, YES, NO, YES
ID12924, 41, MALE, TOWN, 36999.2, YES, 3, YES, YES, YES, NO, YES
ID12925, 39, MALE, RURAL, 24936.6, YES, 0, NO, YES, YES, NO, YES
ID12926, 58, FEMALE, TOWN, 35081.5, NO, 3, YES, NO, YES, YES, YES
ID12927, 29, MALE, INNER_CITY, 17465.1, YES, 2, YES, NO, NO, NO, YES
ID12928, 40, MALE, INNER_CITY, 23539.5, YES, 3, YES, NO, YES, YES, YES
ID12929, 23, FEMALE, RURAL, 18121.7, NO, 1, NO, NO, YES, YES, NO
ID12930, 32, FEMALE, TOWN, 49362.4, YES, 2, NO, NO, YES, YES, YES
ID12931, 31, FEMALE, TOWN, 38367.3, YES, 1, YES, YES, YES, NO, NO
ID12932, 44, FEMALE, TOWN, 15958.6, NO, 1, NO, YES, NO, NO, NO
ID12933, 50, MALE, RURAL, 28550.9, YES, 1, NO, YES, YES, YES, YES
ID12934, 55, MALE, INNER_CITY, 34433.2, NO, 0, YES, YES, YES, NO, YES
ID12935, 57, MALE, TOWN, 17822.8, YES, 3, NO, YES, YES, YES, NO
ID12936, 58, MALE, INNER_CITY, 25593.4, YES, 0, NO, YES, NO, NO, NO
ID12937, 22, MALE, INNER_CITY, 38435.4, YES, 2, YES, YES, YES, NO, NO
ID12938, 35, FEMALE, SUBURBAN, 39458.8, YES, 2, YES, NO, NO, NO, NO
ID12939, 53, MALE, INNER_CITY, 18865.3, YES, 2, YES, YES, YES, NO, YES
ID12940, 42, MALE, INNER_CITY, 42817.3, NO, 3, YES, YES, YES, NO, YES
ID12941, 56, MALE, INNER_CITY, 24130.4, YES, 0, YES, YES, YES, NO, NO
ID12942, 27, FEMALE, RURAL, 16606.4, YES, 0, YES, YES, NO, NO, NO
ID12943, 43, MALE, TOWN, 18714.2, YES, 2, YES, YES, YES, YES, NO
ID12944, 22, MALE, RURAL, 14556.8, YES, 2, YES, NO, NO, NO, NO
ID12945, 53, FEMALE, RURAL, 47165.7, YES, 2, NO, NO, YES, NO, NO
ID12946, 51, FEMALE, TOWN, 16745.7, NO, 1, NO, YES, YES, NO, NO
ID12947, 44, FEMALE, TOWN, 49834.9, YES, 0, YES, NO, YES, NO, NO
ID12948, 47, FEMALE, RURAL, 14166.6, NO, 3, NO, YES, YES, YES, NO
ID12949, 26, MALE, RURAL, 43641.5, NO, 2, YES, YES, YES, YES, YES
ID12950, 40, MALE, INNER_CITY, 19443.5, NO, 1, NO, NO, YES, YES, NO
ID12951, 40, MALE, TOWN, 34324.5, NO, 1, NO, NO, NO, NO, YES
ID12952, 41, MALE, INNER_CITY, 22004.4, YES, 3, NO, YES, YES, YES, NO
ID12953, 40, FEMALE, RURAL, 36846.1, YES, 3, YES, NO, YES, NO, YES
ID12954, 48, FEMALE, INNER_CITY, 47051.4, YES, 1, NO, YES, YES, NO, NO
ID12955, 48, MALE, INNER_CITY, 51003.4, NO, 2, NO, NO, YES, YES, NO
ID12956, 52, FEMALE, TOWN, 31977.0, YES, 1, NO, NO, YES, YES, NO
ID12957, 23, MALE, INNER_CITY, 41901.4, YES, 2, NO, NO, NO, NO, NO
ID12958, 22, FEMALE, SUBURBAN, 31203.8, YES, 1, NO, YES, YES, NO, NO
ID12959, 56, MALE, TOWN, 47835.8, YES, 3, NO, YES, YES, YES, YES
ID12960, 38, FEMALE, INNER_CITY, 39193.4, YES, 3, NO, NO, YES, NO, NO
ID12961, 59, MALE, SUBURBAN, 44717.9, NO, 1, YES, YES, YES, YES, NO
ID12962, 45, FEMALE, INNER_CITY, 32481.6, YES, 0, YES, YES, NO, NO, YES
ID12963, 40, MALE, RURAL, 50186.2, YES, 2, YES, NO, NO, NO, YES
ID12964, 25, MALE, TOWN, 46012.7, NO, 1, YES, YES, YES, NO, YES
ID12965, 56, FEMALE, TOWN, 23065.7, YES, 2, NO, YES, YES, NO, YES
ID12966, 52, MALE, INNER_CITY, 23941.5, NO, 1, YES, NO, YES, NO, NO
ID12967, 22, MALE, SUBURBAN, 27739.3, YES, 1, YES, NO, YES, YES, NO
ID12968, 34, FEMALE, SUBURBAN, 14416.9, YES, 1, NO, YES, YES, YES, YES
ID12969, 58, FEMALE, TOWN, 46403.6, YES, 0, YES, YES, YES, NO, YES
ID12970, 21, MALE, INNER_CITY, 31066.1, NO, 2, NO, YES, YES, NO, NO
ID12971, 47, MALE, INNER_CITY, 30446.1, NO, 2, YES, NO, YES, NO, YES
ID12972, 27, MALE, INNER_CITY, 31690.4, YES, 3, YES, YES, YES, NO, NO
ID12973, 54, FEMALE, TOWN, 18689.4, NO, 3, YES, NO, YES, YES, YES
ID12974, 27, MALE, TOWN, 14039.5, YES, 2, NO, YES, YES, YES, YES
ID12975, 33, MALE, TOWN, 21151.7, YES, 1, YES, YES, YES, NO, YES
ID12976, 31, MALE, RURAL, 28367.3, NO, 2, NO, YES, NO, YES, NO
ID12977, 55, FEMALE, INNER_CITY, 42336.7, YES, 3, NO, NO, YES, YES, YES
ID12978, 41, MALE, TOWN, 29536.8, NO, 1, NO, NO, NO, NO, YES
ID12979, 47, MALE, TOWN, 28449.6, NO, 2, NO, YES, YES, NO, NO
ID12980, 32, MALE, RURAL, 25672.3, YES, 1, YES, YES, NO, NO, YES
ID12981, 47, FEMALE, INNER_CITY, 16425.2, YES, 1, NO, YES, YES, YES, NO
ID12982, 58, FEMALE, RURAL, 39051.3, YES, 0, NO, YES, YES, NO, NO
ID12983, 38, MALE, RURAL, 29204.1, YES, 2, NO, NO, NO, NO, NO
ID12984, 46, FEMALE, INNER_CITY, 37875.8, YES, 1, YES, YES, YES, YES, YES
ID12985, 38, MALE, INNER_CITY, 22256.3, YES, 2, NO, NO, YES, NO, NO
ID12986, 51, FEMALE, TOWN, 48988.2, YES, 3, NO, YES, NO, NO, NO
ID12987, 22, MALE, RURAL, 41212.0, YES, 1, YES, YES, YES, NO, YES
ID12988, 41, FEMALE, TOWN, 18732.2, NO, 1, NO, YES, YES, NO, YES
ID12989, 36, MALE, INNER_CITY, 31291.7, YES, 1, YES, YES, NO, NO, YES
ID12990, 45, FEMALE, INNER_CITY, 29078.2, NO, 1, YES, YES, YES, YES, YES
ID12991, 47, MALE, TOWN, 15115.5, YES, 2, NO, YES, YES, NO, NO
ID12992, 52, MALE, TOWN, 41698.1, YES, 2, NO, YES, NO, YES, NO
ID12993, 42, FEMALE, INNER_CITY, 26630.4, NO, 0, YES, YES, YES, YES, NO
ID12994, 39, MALE, RURAL, 41187.4, NO, 0, YES, YES, YES, YES, NO
ID12995, 31, MALE, INNER_CITY, 22939.5, NO, 0, NO, NO, NO, NO, NO
ID12996, 37, FEMALE, TOWN, 45006.5, YES, 2, YES, NO, YES, NO, NO
ID12997, 41, FEMALE, INNER_CITY, 20036.4, YES, 1, NO, YES, YES, NO, NO
